Date,Transaction_Type,Category,Amount_NGN,Description,Month,Week,Signed_Amount,Running_Balance_NGN,Cash_Alert
2024-04-28,Expense,Supplier Payment,435782.87,Business expense paid,April,17,-435782.87,18007490.55999999,SAFE
2024-04-29,Income,Advance Payment,178676.97,Customer payment received,April,18,178676.97,18186167.52999999,SAFE
2024-04-29,Income,Product Sales,1101504.86,Customer payment received,April,18,1101504.86,19287672.38999999,SAFE
2024-04-29,Expense,Miscellaneous,69818.8,Business expense paid,April,18,-69818.8,19217853.58999999,SAFE
2024-04-29,Expense,Rent,892211.92,Business expense paid,April,18,-892211.92,18325641.669999987,SAFE
2024-04-30,Income,Advance Payment,461494.58,Customer payment received,April,18,461494.58,18787136.249999985,SAFE
2024-04-30,Income,Advance Payment,476787.39,Customer payment received,April,18,476787.39,19263923.639999986,SAFE
2024-04-30,Expense,Marketing,717892.07,Business expense paid,April,18,-717892.07,18546031.569999985,SAFE
2024-05-01,Expense,Rent,180013.78,Business expense paid,May,18,-180013.78,18366017.789999984,SAFE
2024-05-01,Expense,Utilities,460038.3,Business expense paid,May,18,-460038.3,17905979.489999983,SAFE
2024-05-01,Income,Loan Received,297268.07,Customer payment received,May,18,297268.07,18203247.559999984,SAFE
2024-05-01,Expense,Rent,140957.98,Business expense paid,May,18,-140957.98,18062289.579999983,SAFE
2024-05-02,Expense,Supplier Payment,264074.47,Business expense paid,May,18,-264074.47,17798215.109999985,SAFE
2024-05-02,Income,Loan Received,573859.97,Customer payment received,May,18,573859.97,18372075.079999983,SAFE
2024-05-02,Income,Product Sales,146713.74,Customer payment received,May,18,146713.74,18518788.81999998,SAFE
2024-05-02,Income,Loan Received,282186.42,Customer payment received,May,18,282186.42,18800975.239999983,SAFE
2024-05-02,Expense,Staff Salaries,410328.7,Business expense paid,May,18,-410328.7,18390646.539999984,SAFE
2024-05-02,Expense,Loan Repayment,330091.91,Business expense paid,May,18,-330091.91,18060554.629999984,SAFE
2024-05-03,Expense,Rent,128740.66,Business expense paid,May,18,-128740.66,17931813.969999984,SAFE
2024-05-03,Expense,Utilities,94373.68,Business expense paid,May,18,-94373.68,17837440.289999984,SAFE
2024-05-03,Income,Bulk Order Payment,281649.55,Customer payment received,May,18,281649.55,18119089.839999985,SAFE
2024-05-03,Income,Loan Received,306299.26,Customer payment received,May,18,306299.26,18425389.099999987,SAFE
2024-05-04,Expense,Rent,306678.29,Business expense paid,May,18,-306678.29,18118710.809999987,SAFE
2024-05-04,Expense,Rent,97878.66,Business expense paid,May,18,-97878.66,18020832.149999987,SAFE
2024-05-04,Income,Product Sales,430767.28,Customer payment received,May,18,430767.28,18451599.42999999,SAFE
2024-05-04,Expense,Rent,440668.53,Business expense paid,May,18,-440668.53,18010930.899999987,SAFE
2024-05-05,Income,Loan Received,378255.05,Customer payment received,May,18,378255.05,18389185.949999988,SAFE
2024-05-05,Income,Bulk Order Payment,323224.56,Customer payment received,May,18,323224.56,18712410.509999987,SAFE
2024-05-05,Income,Advance Payment,777191.45,Customer payment received,May,18,777191.45,19489601.959999986,SAFE
2024-05-05,Expense,Logistics / Delivery,132321.41,Business expense paid,May,18,-132321.41,19357280.549999986,SAFE
2024-05-05,Expense,Miscellaneous,168544.59,Business expense paid,May,18,-168544.59,19188735.959999986,SAFE
2024-05-05,Expense,Logistics / Delivery,453907.68,Business expense paid,May,18,-453907.68,18734828.279999986,SAFE
2024-05-05,Expense,Miscellaneous,196563.66,Business expense paid,May,18,-196563.66,18538264.619999986,SAFE
2024-05-06,Expense,Supplier Payment,439040.92,Business expense paid,May,19,-439040.92,18099223.699999984,SAFE
2024-05-06,Expense,Rent,412107.79,Business expense paid,May,19,-412107.79,17687115.909999985,SAFE
2024-05-06,Income,Loan Received,427180.02,Customer payment received,May,19,427180.02,18114295.929999985,SAFE
2024-05-06,Income,Loan Received,627078.91,Customer payment received,May,19,627078.91,18741374.839999985,SAFE
2024-05-07,Income,Advance Payment,410442.99,Customer payment received,May,19,410442.99,19151817.829999983,SAFE
2024-05-07,Income,Product Sales,465905.56,Customer payment received,May,19,465905.56,19617723.389999982,SAFE
2024-05-07,Income,Product Sales,583550.73,Customer payment received,May,19,583550.73,20201274.119999982,SAFE
2024-05-07,Expense,Rent,60260.06,Business expense paid,May,19,-60260.06,20141014.059999984,SAFE
2024-05-07,Expense,Rent,150939.82,Business expense paid,May,19,-150939.82,19990074.239999983,SAFE
2024-05-07,Expense,Staff Salaries,418902.42,Business expense paid,May,19,-418902.42,19571171.81999998,SAFE
2024-05-08,Income,Advance Payment,662527.44,Customer payment received,May,19,662527.44,20233699.259999983,SAFE
2024-05-08,Expense,Loan Repayment,219150.51,Business expense paid,May,19,-219150.51,20014548.74999998,SAFE
2024-05-09,Income,Advance Payment,218404.07,Customer payment received,May,19,218404.07,20232952.81999998,SAFE
2024-05-09,Expense,Marketing,422804.62,Business expense paid,May,19,-422804.62,19810148.19999998,SAFE
2024-05-09,Income,Loan Received,330471.12,Customer payment received,May,19,330471.12,20140619.31999998,SAFE
2024-05-09,Income,Advance Payment,795894.01,Customer payment received,May,19,795894.01,20936513.329999983,SAFE
2024-05-10,Income,Advance Payment,153199.69,Customer payment received,May,19,153199.69,21089713.019999985,SAFE
2024-05-10,Expense,Rent,354114.55,Business expense paid,May,19,-354114.55,20735598.469999984,SAFE
2024-05-10,Expense,Miscellaneous,384243.75,Business expense paid,May,19,-384243.75,20351354.719999984,SAFE
2024-05-10,Expense,Supplier Payment,235328.71,Business expense paid,May,19,-235328.71,20116026.009999983,SAFE
2024-05-10,Expense,Supplier Payment,454811.59,Business expense paid,May,19,-454811.59,19661214.419999983,SAFE
2024-05-11,Income,Bulk Order Payment,211741.06,Customer payment received,May,19,211741.06,19872955.47999998,SAFE
2024-05-11,Income,Loan Received,461603.18,Customer payment received,May,19,461603.18,20334558.65999998,SAFE
2024-05-11,Expense,Logistics / Delivery,392562.86,Business expense paid,May,19,-392562.86,19941995.799999982,SAFE
2024-05-12,Income,Bulk Order Payment,141386.26,Customer payment received,May,19,141386.26,20083382.059999984,SAFE
2024-05-12,Income,Loan Received,364869.16,Customer payment received,May,19,364869.16,20448251.219999984,SAFE
2024-05-12,Expense,Miscellaneous,73211.79,Business expense paid,May,19,-73211.79,20375039.429999985,SAFE
2024-05-13,Expense,Staff Salaries,338898.22,Business expense paid,May,20,-338898.22,20036141.209999986,SAFE
2024-05-13,Expense,Rent,293918.58,Business expense paid,May,20,-293918.58,19742222.629999988,SAFE
2024-05-13,Income,Bulk Order Payment,452040.34,Customer payment received,May,20,452040.34,20194262.969999988,SAFE
2024-05-13,Income,Advance Payment,588908.25,Customer payment received,May,20,588908.25,20783171.219999988,SAFE
2024-05-13,Income,Advance Payment,371929.17,Customer payment received,May,20,371929.17,21155100.38999999,SAFE
2024-05-14,Income,Product Sales,780990.87,Customer payment received,May,20,780990.87,21936091.25999999,SAFE
2024-05-14,Income,Product Sales,765052.76,Customer payment received,May,20,765052.76,22701144.019999992,SAFE
2024-05-14,Income,Loan Received,342840.3,Customer payment received,May,20,342840.3,23043984.319999993,SAFE
2024-05-14,Expense,Marketing,325121.98,Business expense paid,May,20,-325121.98,22718862.339999992,SAFE
2024-05-15,Income,Advance Payment,610487.44,Customer payment received,May,20,610487.44,23329349.779999994,SAFE
2024-05-15,Income,Advance Payment,641390.01,Customer payment received,May,20,641390.01,23970739.789999995,SAFE
2024-05-15,Expense,Staff Salaries,371811.69,Business expense paid,May,20,-371811.69,23598928.099999994,SAFE
2024-05-15,Expense,Marketing,390320.66,Business expense paid,May,20,-390320.66,23208607.439999994,SAFE
2024-05-16,Expense,Miscellaneous,490793.21,Business expense paid,May,20,-490793.21,22717814.229999993,SAFE
2024-05-16,Expense,Miscellaneous,418584.16,Business expense paid,May,20,-418584.16,22299230.069999993,SAFE
2024-05-16,Income,Advance Payment,83251.77,Customer payment received,May,20,83251.77,22382481.839999992,SAFE
2024-05-17,Income,Bulk Order Payment,186708.5,Customer payment received,May,20,186708.5,22569190.339999992,SAFE
2024-05-17,Income,Loan Received,97325.4,Customer payment received,May,20,97325.4,22666515.73999999,SAFE
2024-05-17,Income,Bulk Order Payment,77737.84,Customer payment received,May,20,77737.84,22744253.57999999,SAFE
2024-05-17,Expense,Supplier Payment,399732.42,Business expense paid,May,20,-399732.42,22344521.15999999,SAFE
2024-05-18,Income,Loan Received,750028.23,Customer payment received,May,20,750028.23,23094549.38999999,SAFE
2024-05-18,Income,Loan Received,791842.03,Customer payment received,May,20,791842.03,23886391.41999999,SAFE
2024-05-18,Expense,Logistics / Delivery,37577.97,Business expense paid,May,20,-37577.97,23848813.44999999,SAFE
2024-05-18,Expense,Supplier Payment,157333.23,Business expense paid,May,20,-157333.23,23691480.21999999,SAFE
2024-05-18,Expense,Marketing,435583.17,Business expense paid,May,20,-435583.17,23255897.04999999,SAFE
2024-05-19,Expense,Utilities,196326.52,Business expense paid,May,20,-196326.52,23059570.52999999,SAFE
2024-05-19,Expense,Miscellaneous,258177.55,Business expense paid,May,20,-258177.55,22801392.97999999,SAFE
2024-05-19,Expense,Rent,182737.58,Business expense paid,May,20,-182737.58,22618655.39999999,SAFE
2024-05-19,Income,Loan Received,377713.54,Customer payment received,May,20,377713.54,22996368.93999999,SAFE
2024-05-19,Income,Advance Payment,143356.26,Customer payment received,May,20,143356.26,23139725.19999999,SAFE
2024-05-19,Expense,Loan Repayment,449426.0,Business expense paid,May,20,-449426.0,22690299.19999999,SAFE
2024-05-20,Income,Product Sales,595310.99,Customer payment received,May,21,595310.99,23285610.18999999,SAFE
2024-05-20,Expense,Rent,309177.58,Business expense paid,May,21,-309177.58,22976432.609999992,SAFE
2024-05-20,Expense,Marketing,281827.71,Business expense paid,May,21,-281827.71,22694604.89999999,SAFE
2024-05-20,Expense,Marketing,69247.0,Business expense paid,May,21,-69247.0,22625357.89999999,SAFE
2024-05-20,Expense,Utilities,337241.23,Business expense paid,May,21,-337241.23,22288116.66999999,SAFE
2024-05-21,Expense,Supplier Payment,151786.57,Business expense paid,May,21,-151786.57,22136330.09999999,SAFE
2024-05-21,Expense,Marketing,234622.24,Business expense paid,May,21,-234622.24,21901707.859999992,SAFE
2024-05-21,Expense,Loan Repayment,315128.71,Business expense paid,May,21,-315128.71,21586579.14999999,SAFE
2024-05-21,Income,Loan Received,501966.22,Customer payment received,May,21,501966.22,22088545.36999999,SAFE
2024-05-21,Income,Loan Received,174983.58,Customer payment received,May,21,174983.58,22263528.949999988,SAFE
2024-05-22,Income,Loan Received,553387.92,Customer payment received,May,21,553387.92,22816916.86999999,SAFE
2024-05-22,Expense,Rent,266281.29,Business expense paid,May,21,-266281.29,22550635.57999999,SAFE
2024-05-22,Expense,Rent,477338.91,Business expense paid,May,21,-477338.91,22073296.66999999,SAFE
2024-05-22,Expense,Miscellaneous,427361.27,Business expense paid,May,21,-427361.27,21645935.39999999,SAFE
2024-05-23,Income,Bulk Order Payment,144672.52,Customer payment received,May,21,144672.52,21790607.91999999,SAFE
2024-05-23,Expense,Supplier Payment,193832.28,Business expense paid,May,21,-193832.28,21596775.63999999,SAFE
2024-05-23,Expense,Miscellaneous,310445.52,Business expense paid,May,21,-310445.52,21286330.11999999,SAFE
2024-05-23,Expense,Marketing,475435.29,Business expense paid,May,21,-475435.29,20810894.82999999,SAFE
2024-05-24,Expense,Logistics / Delivery,331789.15,Business expense paid,May,21,-331789.15,20479105.679999992,SAFE
2024-05-24,Expense,Miscellaneous,373123.93,Business expense paid,May,21,-373123.93,20105981.749999993,SAFE
2024-05-24,Expense,Supplier Payment,481049.63,Business expense paid,May,21,-481049.63,19624932.119999994,SAFE
2024-05-24,Income,Loan Received,447094.91,Customer payment received,May,21,447094.91,20072027.029999994,SAFE
2024-05-24,Income,Bulk Order Payment,622313.35,Customer payment received,May,21,622313.35,20694340.379999995,SAFE
2024-05-25,Income,Product Sales,340240.54,Customer payment received,May,21,340240.54,21034580.919999994,SAFE
2024-05-25,Income,Advance Payment,246332.51,Customer payment received,May,21,246332.51,21280913.429999996,SAFE
2024-05-25,Income,Bulk Order Payment,578028.36,Customer payment received,May,21,578028.36,21858941.789999995,SAFE
2024-05-25,Expense,Miscellaneous,635599.27,Business expense paid,May,21,-635599.27,21223342.519999996,SAFE
2024-05-25,Expense,Rent,208954.09,Business expense paid,May,21,-208954.09,21014388.429999996,SAFE
2024-05-25,Expense,Miscellaneous,772841.91,Business expense paid,May,21,-772841.91,20241546.519999996,SAFE
2024-05-26,Income,Loan Received,724009.27,Customer payment received,May,21,724009.27,20965555.789999995,SAFE
2024-05-26,Expense,Marketing,736283.42,Business expense paid,May,21,-736283.42,20229272.369999994,SAFE
2024-05-27,Expense,Logistics / Delivery,140857.16,Business expense paid,May,22,-140857.16,20088415.209999993,SAFE
2024-05-27,Income,Bulk Order Payment,718498.76,Customer payment received,May,22,718498.76,20806913.969999995,SAFE
2024-05-27,Expense,Logistics / Delivery,721753.68,Business expense paid,May,22,-721753.68,20085160.289999995,SAFE
2024-05-27,Income,Product Sales,310568.97,Customer payment received,May,22,310568.97,20395729.259999994,SAFE
2024-05-27,Income,Advance Payment,462497.86,Customer payment received,May,22,462497.86,20858227.119999994,SAFE
2024-05-28,Income,Loan Received,227552.14,Customer payment received,May,22,227552.14,21085779.259999994,SAFE
2024-05-28,Expense,Marketing,347814.6,Business expense paid,May,22,-347814.6,20737964.659999993,SAFE
2024-05-29,Income,Bulk Order Payment,652746.29,Customer payment received,May,22,652746.29,21390710.94999999,SAFE
2024-05-29,Income,Product Sales,508961.27,Customer payment received,May,22,508961.27,21899672.21999999,SAFE
2024-05-29,Expense,Miscellaneous,303227.18,Business expense paid,May,22,-303227.18,21596445.03999999,SAFE
2024-05-30,Expense,Marketing,424777.96,Business expense paid,May,22,-424777.96,21171667.07999999,SAFE
2024-05-30,Income,Loan Received,358096.34,Customer payment received,May,22,358096.34,21529763.41999999,SAFE
2024-05-30,Income,Product Sales,667504.55,Customer payment received,May,22,667504.55,22197267.96999999,SAFE
2024-05-30,Income,Advance Payment,143995.09,Customer payment received,May,22,143995.09,22341263.05999999,SAFE
2024-05-31,Expense,Rent,754321.66,Business expense paid,May,22,-754321.66,21586941.39999999,SAFE
2024-05-31,Income,Bulk Order Payment,708470.11,Customer payment received,May,22,708470.11,22295411.50999999,SAFE
2024-05-31,Expense,Supplier Payment,409782.2,Business expense paid,May,22,-409782.2,21885629.30999999,SAFE
2024-06-01,Income,Advance Payment,173492.81,Customer payment received,June,22,173492.81,22059122.11999999,SAFE
2024-06-01,Income,Bulk Order Payment,751053.38,Customer payment received,June,22,751053.38,22810175.49999999,SAFE
2024-06-01,Expense,Utilities,474791.91,Business expense paid,June,22,-474791.91,22335383.58999999,SAFE
2024-06-01,Expense,Utilities,426048.18,Business expense paid,June,22,-426048.18,21909335.40999999,SAFE
2024-06-01,Expense,Utilities,114224.92,Business expense paid,June,22,-114224.92,21795110.489999987,SAFE
2024-06-02,Expense,Rent,304068.05,Business expense paid,June,22,-304068.05,21491042.439999986,SAFE
2024-06-02,Income,Product Sales,518766.77,Customer payment received,June,22,518766.77,22009809.209999986,SAFE
2024-06-02,Expense,Marketing,102176.3,Business expense paid,June,22,-102176.3,21907632.909999985,SAFE
2024-06-03,Expense,Utilities,259058.27,Business expense paid,June,23,-259058.27,21648574.639999986,SAFE
2024-06-03,Income,Loan Received,538347.48,Customer payment received,June,23,538347.48,22186922.119999986,SAFE
2024-06-03,Income,Product Sales,80895.73,Customer payment received,June,23,80895.73,22267817.849999987,SAFE
2024-06-03,Income,Advance Payment,110917.14,Customer payment received,June,23,110917.14,22378734.989999987,SAFE
2024-06-04,Income,Loan Received,767487.63,Customer payment received,June,23,767487.63,23146222.619999986,SAFE
2024-06-04,Income,Loan Received,233658.43,Customer payment received,June,23,233658.43,23379881.049999986,SAFE
2024-06-04,Income,Product Sales,273075.4,Customer payment received,June,23,273075.4,23652956.449999984,SAFE
2024-06-04,Expense,Loan Repayment,95878.61,Business expense paid,June,23,-95878.61,23557077.839999985,SAFE
2024-06-05,Expense,Staff Salaries,385119.2,Business expense paid,June,23,-385119.2,23171958.639999986,SAFE
2024-06-05,Expense,Marketing,372415.88,Business expense paid,June,23,-372415.88,22799542.759999987,SAFE
2024-06-05,Expense,Rent,488179.58,Business expense paid,June,23,-488179.58,22311363.17999999,SAFE
2024-06-05,Income,Advance Payment,398331.62,Customer payment received,June,23,398331.62,22709694.79999999,SAFE
2024-06-05,Income,Advance Payment,504995.2,Customer payment received,June,23,504995.2,23214689.99999999,SAFE
2024-06-06,Income,Product Sales,231303.4,Customer payment received,June,23,231303.4,23445993.399999987,SAFE
2024-06-06,Income,Bulk Order Payment,250603.76,Customer payment received,June,23,250603.76,23696597.15999999,SAFE
2024-06-06,Expense,Utilities,66469.59,Business expense paid,June,23,-66469.59,23630127.56999999,SAFE
2024-06-06,Expense,Loan Repayment,473784.75,Business expense paid,June,23,-473784.75,23156342.81999999,SAFE
2024-06-07,Expense,Rent,111120.37,Business expense paid,June,23,-111120.37,23045222.449999988,SAFE
2024-06-07,Income,Bulk Order Payment,772014.39,Customer payment received,June,23,772014.39,23817236.83999999,SAFE
2024-06-07,Expense,Marketing,468200.74,Business expense paid,June,23,-468200.74,23349036.09999999,SAFE
2024-06-07,Expense,Miscellaneous,259167.46,Business expense paid,June,23,-259167.46,23089868.63999999,SAFE
2024-06-08,Expense,Miscellaneous,44259.39,Business expense paid,June,23,-44259.39,23045609.24999999,SAFE
2024-06-08,Expense,Supplier Payment,300005.17,Business expense paid,June,23,-300005.17,22745604.079999987,SAFE
2024-06-08,Expense,Miscellaneous,306809.01,Business expense paid,June,23,-306809.01,22438795.069999985,SAFE
2024-06-08,Income,Loan Received,67382.22,Customer payment received,June,23,67382.22,22506177.289999984,SAFE
2024-06-08,Income,Loan Received,709306.75,Customer payment received,June,23,709306.75,23215484.039999984,SAFE
2024-06-08,Expense,Logistics / Delivery,484009.58,Business expense paid,June,23,-484009.58,22731474.459999986,SAFE
2024-06-09,Expense,Logistics / Delivery,293735.19,Business expense paid,June,23,-293735.19,22437739.269999985,SAFE
2024-06-09,Expense,Supplier Payment,41716.35,Business expense paid,June,23,-41716.35,22396022.919999983,SAFE
2024-06-09,Income,Advance Payment,373195.83,Customer payment received,June,23,373195.83,22769218.74999998,SAFE
2024-06-09,Income,Product Sales,452518.06,Customer payment received,June,23,452518.06,23221736.80999998,SAFE
2024-06-09,Expense,Marketing,386651.25,Business expense paid,June,23,-386651.25,22835085.55999998,SAFE
2024-06-10,Income,Product Sales,464917.19,Customer payment received,June,24,464917.19,23300002.74999998,SAFE
2024-06-10,Income,Loan Received,339761.62,Customer payment received,June,24,339761.62,23639764.369999982,SAFE
2024-06-10,Expense,Staff Salaries,416149.43,Business expense paid,June,24,-416149.43,23223614.939999983,SAFE
2024-06-10,Expense,Staff Salaries,81758.43,Business expense paid,June,24,-81758.43,23141856.509999983,SAFE
2024-06-10,Expense,Marketing,209073.78,Business expense paid,June,24,-209073.78,22932782.72999998,SAFE
2024-06-11,Income,Bulk Order Payment,754211.43,Customer payment received,June,24,754211.43,23686994.15999998,SAFE
2024-06-11,Income,Loan Received,199293.41,Customer payment received,June,24,199293.41,23886287.56999998,SAFE
2024-06-11,Income,Product Sales,425058.43,Customer payment received,June,24,425058.43,24311345.99999998,SAFE
2024-06-11,Expense,Marketing,85777.46,Business expense paid,June,24,-85777.46,24225568.53999998,SAFE
2024-06-12,Expense,Miscellaneous,304987.83,Business expense paid,June,24,-304987.83,23920580.709999982,SAFE
2024-06-12,Expense,Utilities,98000.98,Business expense paid,June,24,-98000.98,23822579.72999998,SAFE
2024-06-12,Income,Bulk Order Payment,504695.39,Customer payment received,June,24,504695.39,24327275.119999982,SAFE
2024-06-12,Income,Bulk Order Payment,439499.53,Customer payment received,June,24,439499.53,24766774.649999984,SAFE
2024-06-12,Expense,Marketing,467056.99,Business expense paid,June,24,-467056.99,24299717.659999985,SAFE
2024-06-13,Expense,Miscellaneous,366272.05,Business expense paid,June,24,-366272.05,23933445.609999985,SAFE
2024-06-13,Income,Loan Received,472193.2,Customer payment received,June,24,472193.2,24405638.809999984,SAFE
2024-06-13,Income,Advance Payment,661811.62,Customer payment received,June,24,661811.62,25067450.429999985,SAFE
2024-06-13,Income,Product Sales,298429.7,Customer payment received,June,24,298429.7,25365880.129999984,SAFE
2024-06-13,Expense,Supplier Payment,300177.03,Business expense paid,June,24,-300177.03,25065703.099999983,SAFE
2024-06-13,Expense,Utilities,306516.62,Business expense paid,June,24,-306516.62,24759186.47999998,SAFE
2024-06-13,Expense,Logistics / Delivery,484193.93,Business expense paid,June,24,-484193.93,24274992.549999982,SAFE
2024-06-14,Expense,Staff Salaries,35153.85,Business expense paid,June,24,-35153.85,24239838.69999998,SAFE
2024-06-14,Expense,Logistics / Delivery,414397.42,Business expense paid,June,24,-414397.42,23825441.27999998,SAFE
2024-06-14,Income,Loan Received,443174.25,Customer payment received,June,24,443174.25,24268615.52999998,SAFE
2024-06-15,Income,Advance Payment,64203.03,Customer payment received,June,24,64203.03,24332818.55999998,SAFE
2024-06-15,Expense,Logistics / Delivery,92687.0,Business expense paid,June,24,-92687.0,24240131.55999998,SAFE
2024-06-15,Expense,Miscellaneous,216981.16,Business expense paid,June,24,-216981.16,24023150.39999998,SAFE
2024-06-15,Expense,Supplier Payment,438952.5,Business expense paid,June,24,-438952.5,23584197.89999998,SAFE
2024-06-15,Expense,Logistics / Delivery,358772.11,Business expense paid,June,24,-358772.11,23225425.78999998,SAFE
2024-06-16,Expense,Logistics / Delivery,312836.76,Business expense paid,June,24,-312836.76,22912589.02999998,SAFE
2024-06-16,Expense,Utilities,282211.15,Business expense paid,June,24,-282211.15,22630377.87999998,SAFE
2024-06-16,Expense,Utilities,479521.95,Business expense paid,June,24,-479521.95,22150855.92999998,SAFE
2024-06-16,Income,Advance Payment,444107.86,Customer payment received,June,24,444107.86,22594963.78999998,SAFE
2024-06-16,Income,Loan Received,293787.15,Customer payment received,June,24,293787.15,22888750.93999998,SAFE
2024-06-16,Income,Loan Received,767514.12,Customer payment received,June,24,767514.12,23656265.05999998,SAFE
2024-06-17,Income,Advance Payment,273874.37,Customer payment received,June,25,273874.37,23930139.42999998,SAFE
2024-06-17,Income,Bulk Order Payment,628380.7,Customer payment received,June,25,628380.7,24558520.12999998,SAFE
2024-06-17,Income,Loan Received,567679.93,Customer payment received,June,25,567679.93,25126200.05999998,SAFE
2024-06-17,Expense,Utilities,250305.64,Business expense paid,June,25,-250305.64,24875894.41999998,SAFE
2024-06-17,Expense,Loan Repayment,158138.9,Business expense paid,June,25,-158138.9,24717755.51999998,SAFE
2024-06-17,Expense,Loan Repayment,449965.02,Business expense paid,June,25,-449965.02,24267790.49999998,SAFE
2024-06-18,Income,Bulk Order Payment,765956.65,Customer payment received,June,25,765956.65,25033747.14999998,SAFE
2024-06-18,Income,Advance Payment,267839.49,Customer payment received,June,25,267839.49,25301586.63999998,SAFE
2024-06-18,Expense,Miscellaneous,186254.49,Business expense paid,June,25,-186254.49,25115332.14999998,SAFE
2024-06-19,Expense,Logistics / Delivery,136379.86,Business expense paid,June,25,-136379.86,24978952.28999998,SAFE
2024-06-19,Expense,Logistics / Delivery,72428.76,Business expense paid,June,25,-72428.76,24906523.52999998,SAFE
2024-06-19,Income,Advance Payment,210490.11,Customer payment received,June,25,210490.11,25117013.63999998,SAFE
2024-06-19,Income,Loan Received,242332.98,Customer payment received,June,25,242332.98,25359346.61999998,SAFE
2024-06-19,Income,Advance Payment,749767.95,Customer payment received,June,25,749767.95,26109114.569999978,SAFE
2024-06-20,Income,Product Sales,224627.42,Customer payment received,June,25,224627.42,26333741.98999998,SAFE
2024-06-20,Income,Loan Received,359976.02,Customer payment received,June,25,359976.02,26693718.00999998,SAFE
2024-06-20,Income,Bulk Order Payment,125408.68,Customer payment received,June,25,125408.68,26819126.68999998,SAFE
2024-06-20,Expense,Rent,482969.01,Business expense paid,June,25,-482969.01,26336157.679999977,SAFE
2024-06-21,Expense,Staff Salaries,455809.74,Business expense paid,June,25,-455809.74,25880347.93999998,SAFE
2024-06-21,Expense,Supplier Payment,174160.5,Business expense paid,June,25,-174160.5,25706187.43999998,SAFE
2024-06-21,Expense,Logistics / Delivery,333103.39,Business expense paid,June,25,-333103.39,25373084.04999998,SAFE
2024-06-21,Income,Loan Received,539669.6,Customer payment received,June,25,539669.6,25912753.64999998,SAFE
2024-06-21,Income,Bulk Order Payment,408086.39,Customer payment received,June,25,408086.39,26320840.03999998,SAFE
2024-06-22,Income,Product Sales,604014.89,Customer payment received,June,25,604014.89,26924854.92999998,SAFE
2024-06-22,Income,Bulk Order Payment,734922.29,Customer payment received,June,25,734922.29,27659777.21999998,SAFE
2024-06-22,Income,Bulk Order Payment,363413.74,Customer payment received,June,25,363413.74,28023190.95999998,SAFE
2024-06-22,Expense,Loan Repayment,498642.47,Business expense paid,June,25,-498642.47,27524548.48999998,SAFE
2024-06-23,Expense,Miscellaneous,156589.59,Business expense paid,June,25,-156589.59,27367958.89999998,SAFE
2024-06-23,Income,Advance Payment,189733.72,Customer payment received,June,25,189733.72,27557692.61999998,SAFE
2024-06-23,Income,Product Sales,707557.38,Customer payment received,June,25,707557.38,28265249.999999978,SAFE
2024-06-23,Expense,Staff Salaries,292621.7,Business expense paid,June,25,-292621.7,27972628.29999998,SAFE
2024-06-23,Expense,Marketing,465658.33,Business expense paid,June,25,-465658.33,27506969.96999998,SAFE
2024-06-24,Expense,Miscellaneous,178728.37,Business expense paid,June,26,-178728.37,27328241.59999998,SAFE
2024-06-24,Expense,Rent,331176.96,Business expense paid,June,26,-331176.96,26997064.63999998,SAFE
2024-06-24,Income,Loan Received,688294.8,Customer payment received,June,26,688294.8,27685359.43999998,SAFE
2024-06-24,Expense,Staff Salaries,112549.47,Business expense paid,June,26,-112549.47,27572809.96999998,SAFE
2024-06-25,Income,Advance Payment,602463.42,Customer payment received,June,26,602463.42,28175273.389999982,SAFE
2024-06-25,Expense,Loan Repayment,187627.61,Business expense paid,June,26,-187627.61,27987645.779999983,SAFE
2024-06-25,Expense,Marketing,750519.21,Business expense paid,June,26,-750519.21,27237126.56999998,SAFE
2024-06-26,Income,Product Sales,350624.93,Customer payment received,June,26,350624.93,27587751.49999998,SAFE
2024-06-26,Expense,Miscellaneous,884176.01,Business expense paid,June,26,-884176.01,26703575.48999998,SAFE
2024-06-26,Expense,Logistics / Delivery,315591.84,Business expense paid,June,26,-315591.84,26387983.64999998,SAFE
2024-06-27,Expense,Marketing,261981.92,Business expense paid,June,26,-261981.92,26126001.729999978,SAFE
2024-06-27,Expense,Supplier Payment,296881.21,Business expense paid,June,26,-296881.21,25829120.519999977,SAFE
2024-06-27,Expense,Supplier Payment,634552.06,Business expense paid,June,26,-634552.06,25194568.45999998,SAFE
2024-06-27,Income,Bulk Order Payment,245588.96,Customer payment received,June,26,245588.96,25440157.41999998,SAFE
2024-06-27,Expense,Marketing,687245.75,Business expense paid,June,26,-687245.75,24752911.66999998,SAFE
2024-06-28,Income,Advance Payment,138668.64,Customer payment received,June,26,138668.64,24891580.30999998,SAFE
2024-06-28,Income,Advance Payment,169787.62,Customer payment received,June,26,169787.62,25061367.92999998,SAFE
2024-06-28,Income,Advance Payment,567717.78,Customer payment received,June,26,567717.78,25629085.709999982,SAFE
2024-06-28,Expense,Logistics / Delivery,567036.39,Business expense paid,June,26,-567036.39,25062049.31999998,SAFE
2024-06-28,Expense,Miscellaneous,863159.5,Business expense paid,June,26,-863159.5,24198889.81999998,SAFE
2024-06-28,Expense,Marketing,168352.33,Business expense paid,June,26,-168352.33,24030537.489999983,SAFE
